"codigoActivo","activo","uriEmpLobby","codigoEmpLobby","empresaLobby","codigoAudiencia","codigoRepresentado","representado","giroRepresentado"
"d93fdcb7cb06592330be52e23d01c075","MauricioAndrés RodríguezKogan","http://datos.infolobby.cl/infolobby/entidad/760936146r","760936146r","RUMBO CIERTO COMUNICACIONES SPA","nr00832015991","d93fdcb7cb06592330be52e23d01c075","MauricioAndrés RodríguezKogan",
"d93fdcb7cb06592330be52e23d01c075","MauricioAndrés RodríguezKogan","http://datos.infolobby.cl/infolobby/entidad/760936146r","760936146r","RUMBO CIERTO COMUNICACIONES SPA","nr00832015991","ea079edf0e7d2ca35717d5c22c43f141","EstebanPablo SeguelToro",
"ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza","http://datos.infolobby.cl/infolobby/entidad/81458500kr","81458500kr","CÁMARA CHILENA DE LA CONSTRUCCIÓN A.G.","ap0014961","ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza",
"fa0e7c950c8da04402a8274bfc5f57cb","Andreas Gerbhardt","http://datos.infolobby.cl/infolobby/entidad/968005707r","968005707r","Chilectra S.A.","au0024181","fa0e7c950c8da04402a8274bfc5f57cb","Andreas Gerbhardt",
"8ca221c9333bee399ffdd208f16595eb","Felipe Arteaga","http://datos.infolobby.cl/infolobby/entidad/965252002r","965252002r","COVIP S.A.","ap0011521","1acee34634ccb6b1329b03c2a851959e","Mauricio De La Barra",
"353d851b6329711d69f1dd27b72eb9b3","Daniel Oyarzún","http://datos.infolobby.cl/infolobby/entidad/72558421r","72558421r","Daniel Oyarzún","ag0013011","353d851b6329711d69f1dd27b72eb9b3","Daniel Oyarzún",
"2acc53feb5f9ff55345bc1f3cf932f91","Eleazar Zuñiga","http://datos.infolobby.cl/infolobby/entidad/85361228r","85361228r","Mitsubishi Chile Ltda.","as0013361","2acc53feb5f9ff55345bc1f3cf932f91","Eleazar Zuñiga",
"590f08c86e2ff1e37373705046bca300","Manuel Araya","http://datos.infolobby.cl/infolobby/entidad/925800007r","925800007r","Entel S.A.","an0021611","590f08c86e2ff1e37373705046bca300","Manuel Araya",
"7a7965c511478539ecf557a873ce57f4","Eric Ahumada","http://datos.infolobby.cl/infolobby/entidad/765554004r","765554004r","Transelec S.A.","au0024181","7a7965c511478539ecf557a873ce57f4","Eric Ahumada",
"8e7782a999b200aaf54e728fa2c1ea01","Francisco Allende","http://datos.infolobby.cl/infolobby/entidad/760731625r","760731625r","Saesa S.A.","au0024181","8e7782a999b200aaf54e728fa2c1ea01","Francisco Allende",
"ae4ff66a88ae040cca1ee8bd8a08f068","Claudio TorresJeria","http://datos.infolobby.cl/infolobby/entidad/762244357r","762244357r","PRONOSTICO CONSULTORES LIMITADA","ar0013281","ae4ff66a88ae040cca1ee8bd8a08f068","Claudio TorresJeria",
"b35c4545c5cb1f2ea3be9708d5f56986","Jaime Contardo Cordero","http://datos.infolobby.cl/infolobby/entidad/798282409r","798282409r","Magnatrade Ltda","ad0083791","b35c4545c5cb1f2ea3be9708d5f56986","Jaime Contardo Cordero",
"951b64f8f2332907fcc5c3f946b58578","Andrés Ramón Acosta Pizarro","http://datos.infolobby.cl/infolobby/entidad/761731629r","761731629r","Geo&Amb Consultores Spa","au0022901","41e7d066198ac70bf657ea64b41fe8ef","Geo&Amb Consultores No informado",
"5aeedb6a51033ef8a7b0426ba9dfc89b","Amparo Cornejo","http://datos.infolobby.cl/infolobby/entidad/965670408r","965670408r","Compañía Minera Teck Quebrada Blanca S.A.","as0015141","5bfff7141dd2da79b6049560c5dc071f","Teck Quebrada Blanca S.A. No informado",
"63f35cbfcdb817813e9f65cd5ee5ba38","André Jeanot Dumont Fontenelle","http://datos.infolobby.cl/infolobby/entidad/710443009r","710443009r","Asociación Gremial de Productores Agrícolas de Freire","nr0081201591","7fd7a85f4726925fea7bdbfc065ada81","KLAUS SIEGFRIED LEO HARZ BANDET",
"b35c4545c5cb1f2ea3be9708d5f56986","Jaime Contardo Cordero","http://datos.infolobby.cl/infolobby/entidad/798282409r","798282409r","Magnatrade Ltda","ad0083791","d5a0321fa8510c588e141fde60411bf1","Magnatrade Limitada",
"63f35cbfcdb817813e9f65cd5ee5ba38","André Jeanot Dumont Fontenelle","http://datos.infolobby.cl/infolobby/entidad/710443009r","710443009r","Asociación Gremial de Productores Agrícolas de Freire","nr0081201591","1d5d7814e7ad768c3611326a7b374dec","Alejo Vielma Palma",
"8c8f6105c51d4b96964337c611cd0109","Bárbara Negrón","http://datos.infolobby.cl/infolobby/entidad/650817982r","650817982r","Unión Nacional de Artistas A.G.","al0024481","0d6d344f970d9207ead2625b69102e9a","UNA",""
"a9010876c0285c5401734b3a9f5da72a","Rodrigo Alejandro Castillo Murillo","http://datos.infolobby.cl/infolobby/entidad/700229203r","700229203r","Asociación de Empresas Eléctricas A.G / Empresas Eléctricas A.G","au0024181","475a89b1bee56bb5b7ed343280129577","Asociación de Empresas Eléctricas A.G.",""
"fa0e7c950c8da04402a8274bfc5f57cb","Andreas Gerbhardt","http://datos.infolobby.cl/infolobby/entidad/968005707r","968005707r","Chilectra S.A.","au0024181","475a89b1bee56bb5b7ed343280129577","Asociación de Empresas Eléctricas A.G.",""
"8e7782a999b200aaf54e728fa2c1ea01","Francisco Allende","http://datos.infolobby.cl/infolobby/entidad/760731625r","760731625r","Saesa S.A.","au0024181","475a89b1bee56bb5b7ed343280129577","Asociación de Empresas Eléctricas A.G.",""
"7a7965c511478539ecf557a873ce57f4","Eric Ahumada","http://datos.infolobby.cl/infolobby/entidad/765554004r","765554004r","Transelec S.A.","au0024181","475a89b1bee56bb5b7ed343280129577","Asociación de Empresas Eléctricas A.G.",""
"fa0e7c950c8da04402a8274bfc5f57cb","Andreas Gerbhardt","http://datos.infolobby.cl/infolobby/entidad/968005707r","968005707r","Chilectra S.A.","au0024181","69a5100ae8faeb67e872c6f64fde27c5","Gerente General Chilectra",""
"aa1eb02be3d3b9fb665da10719dd198b","PEDRO URZUA","http://datos.infolobby.cl/infolobby/entidad/942710003r","942710003r","Enersis","au0023911","6b79c7e51bbfa7b1a7736ab10d4e2956","Gerente de Ralaciones Institucionales Chile Enersis",""
"e52f52bec87ac3b66c1315d88e7ca0a5","Daniel Lim Lim","http://datos.infolobby.cl/infolobby/entidad/6fda2fed1bdbc98d2c598bab8e819284","6fda2fed1bdbc98d2c598bab8e819284","GIC Private Limited","nr003201","6fda2fed1bdbc98d2c598bab8e819284","GIC Private Limited",""
"e93ca9211b8128d45da60210cf206ff0","German Fritsch","http://datos.infolobby.cl/infolobby/entidad/6fda2fed1bdbc98d2c598bab8e819284","6fda2fed1bdbc98d2c598bab8e819284","GIC Private Limited","nr003201","6fda2fed1bdbc98d2c598bab8e819284","GIC Private Limited",""
"353d851b6329711d69f1dd27b72eb9b3","Daniel Oyarzún","http://datos.infolobby.cl/infolobby/entidad/72558421r","72558421r","Daniel Oyarzún","ag0013011","d76a2cf7f7e0c1b6fbd997c48737b8bf","Mesa de seguimiento de la ley 20500",""
"ed59d89e223c0bd231f807f98572ae0d","Pablo Álvarez Tuza","http://datos.infolobby.cl/infolobby/entidad/81458500kr","81458500kr","CÁMARA CHILENA DE LA CONSTRUCCIÓN A.G.","ap0014961","f0902eb909acbb0bf37a2efb75fd69f8","Cámara Chilena de la Construcción",""
"8287af1a0c12e63db67408ef1031e5eb","Jose Felipe Trureo","http://datos.infolobby.cl/infolobby/entidad/112649026r","112649026r","Asociacion Indigena Huinkul Lowen","ao0014211","112649026r","Asociacion Indigena Huinkul Lowen","Salud"
"83045856a0d344b486d270708c31aa5d","Elías Jiménez","http://datos.infolobby.cl/infolobby/entidad/19r","19r","PRODELMAR A.G.","co001indh-21","19r","PRODELMAR A.G.","PESCA ARTESANAL"
"a8f66aa4ca78b413cb915723848189dc","Felix Bogliolo","http://datos.infolobby.cl/infolobby/entidad/532396314p","532396314p","Via Marina","ac0011731","532396314p","Via Marina","Via Marina"
"81494e35f410dc26d55d25dea9f5b0b5","Jorge Mass","http://datos.infolobby.cl/infolobby/entidad/81458500kr","81458500kr","CÁMARA CHILENA DE LA CONSTRUCCIÓN A.G.","ae0014141","53472400r","Jorge Mas","Asociación Gremial"
"489b5af670f378ac95240cfab53793bd","HERNAN MLADINIC","http://datos.infolobby.cl/infolobby/entidad/590668907r","590668907r","empresas verdes llc chile","au0021451","590668907r","empresas verdes llc chile","parques naturales"
"2352a32d8f2167bb5484c936b1698485","Rebeca Pérez","http://datos.infolobby.cl/infolobby/entidad/650817982r","650817982r","Unión Nacional de Artistas A.G.","al0014721","650817982r","Unión Nacional de Artistas A.G.","Asociación Gremial"
"69ab4f5b58ab13326a383b945cd5d5be","Paulina Andrea Ibarra Araya","http://datos.infolobby.cl/infolobby/entidad/650903412r","650903412r","Fundación Multitudes","ak0013341","650903412r","Fundación Multitudes","Fundación"
"caef1d219d72ce816164e582ee7c58d3","Maria Victoria Ferrieri","http://datos.infolobby.cl/infolobby/entidad/650903412r","650903412r","Fundación Multitudes","ak0013341","650903412r","Fundación Multitudes","Fundación"
"69ab4f5b58ab13326a383b945cd5d5be","Paulina Andrea Ibarra Araya","http://datos.infolobby.cl/infolobby/entidad/650903412r","650903412r","Fundación Multitudes","an0023601","650903412r","Fundación Multitudes","Fundación"
"caef1d219d72ce816164e582ee7c58d3","Maria Victoria Ferrieri","http://datos.infolobby.cl/infolobby/entidad/650903412r","650903412r","Fundación Multitudes","an0023601","650903412r","Fundación Multitudes","Fundación"
"353d851b6329711d69f1dd27b72eb9b3","Daniel Oyarzún","http://datos.infolobby.cl/infolobby/entidad/72558421r","72558421r","Daniel Oyarzún","ag0013011","650903412r","Fundación Multitudes","Fundación"
"caef1d219d72ce816164e582ee7c58d3","Maria Victoria Ferrieri","http://datos.infolobby.cl/infolobby/entidad/650903412r","650903412r","Fundación Multitudes","as0015041","650903412r","Fundación Multitudes","Fundación"
"caef1d219d72ce816164e582ee7c58d3","Maria Victoria Ferrieri","http://datos.infolobby.cl/infolobby/entidad/650903412r","650903412r","Fundación Multitudes","al0015151","650903412r","Fundación Multitudes","Fundación"
"d003b4e0e20a75e0bb14c3eb458e4b5f","FranciscoJavier LeivaVega","http://datos.infolobby.cl/infolobby/entidad/652968805r","652968805r","Asociacion Gremial de Operadores, Fabricantes e Importadores de Entretenimientos Electronicos. ","af0012521","652968805r","Asociacion Gremial de Operadores, Fabricantes e Importadores de Entretenimientos Electronicos. ","Asociacion Gremial "
"489b5af670f378ac95240cfab53793bd","HERNAN MLADINIC","http://datos.infolobby.cl/infolobby/entidad/590668907r","590668907r","empresas verdes llc chile","au0021451","655547908r","FUNDACION PUMALIN"," PARQUES NATURALES"
"6911018362b14d8b642f0d5c7f27f200","Hermann Von Mühlenbrock","http://datos.infolobby.cl/infolobby/entidad/700243001r","700243001r","SOCIEDAD DE FOMENTO FABRIL F.G.","ao0013471","700243001r","SOCIEDAD DE FOMENTO FABRIL F.G.","FEDERACIÓN GREMIAL SIN FINES DE LUCRO"
"477f357f3b86369388d46b64e4f3960e","Francisca Toledo","http://datos.infolobby.cl/infolobby/entidad/700573001r","700573001r","Cámara Marítima y Portuaria de Chile A.G.","an0015741","700573001r","Cámara Marítima y Portuaria de Chile A.G.","Asociación gremial"
"6f005e16b5f08c472e8ca6763efc5da7","Jorge Marshall","http://datos.infolobby.cl/infolobby/entidad/700573001r","700573001r","Cámara Marítima y Portuaria de Chile A.G.","an0015741","700573001r","Cámara Marítima y Portuaria de Chile A.G.","Asociación gremial"
"4a974801f682a91171464e9f5595617d","Juan Cristobal Grunwald Novoa","http://datos.infolobby.cl/infolobby/entidad/703537006r","703537006r","AGROLLANQUIHUE, SAGO,SAVAL,","nr00812015101","703537006r","AGROLLANQUIHUE, SAGO,SAVAL,","agricultura"
"a69adfb8fe3842aaf8a6ee12f0be4701","Natalio Dorfman","http://datos.infolobby.cl/infolobby/entidad/775185406r","775185406r","Constructora Beltec Ltda","ao0014051","704957009r","Asociación Nacional de Avisadores A.G.","Asociación Gremial de Avisadores de Chile."
"964a4f3527009d49e12b571d94aeba57","Denise Schlesinger","http://datos.infolobby.cl/infolobby/entidad/775185406r","775185406r","Constructora Beltec Ltda","ao0014051","704957009r","Asociación Nacional de Avisadores A.G.","Asociación Gremial de Avisadores de Chile."
"a69adfb8fe3842aaf8a6ee12f0be4701","Natalio Dorfman","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","ao0014041","704957009r","Asociación Nacional de Avisadores A.G.","Asociación Gremial de Avisadores de Chile."
"964a4f3527009d49e12b571d94aeba57","Denise Schlesinger","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","ao0014041","704957009r","Asociación Nacional de Avisadores A.G.","Asociación Gremial de Avisadores de Chile."
"a69adfb8fe3842aaf8a6ee12f0be4701","Natalio Dorfman","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","ao0015231","704957009r","Asociación Nacional de Avisadores A.G.","Asociación Gremial de Avisadores de Chile."
"964a4f3527009d49e12b571d94aeba57","Denise Schlesinger","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","ao0015231","704957009r","Asociación Nacional de Avisadores A.G.","Asociación Gremial de Avisadores de Chile."
"bff3726cb7eb360d60d1d9a22edd1915","Rodrigo PérezMackenna","http://datos.infolobby.cl/infolobby/entidad/710975000r","710975000r","Asociación de Administradoras de Fondos de Pensiones A.G.","al0021321","710975000r","Asociación de Administradoras de Fondos de Pensiones A.G.","Asociación gremial"
"39b0221dff39aafdcd641b1847685c08","Rafael Caviedes Duprá","http://datos.infolobby.cl/infolobby/entidad/711958002r","711958002r","asociacion de isapres de chile","ao0014701","711958002r","asociacion de isapres de chile","asociacion gremial"
"45e47317f4c65f37816ff7b49690dc82","Macarena De Los Angeles carvallo silva","http://datos.infolobby.cl/infolobby/entidad/718249007r","718249007r","Asociacion Gremial","nr003281","718249007r","Asociacion Gremial","Asociación Gremial"
"02365f3018374d7ea05d9a492e45139c","Eusebio PerezGutiérrez","http://datos.infolobby.cl/infolobby/entidad/718249007r","718249007r","Asociacion Gremial","nr003281","718249007r","Asociacion Gremial","Asociación Gremial"
"84c134bbbd91e3f89bef47599e1a95b8","Renato de la Cerda","http://datos.infolobby.cl/infolobby/entidad/718249007r","718249007r","Asociacion Gremial","nr003281","718249007r","Asociacion Gremial","Asociación Gremial"
"d0e2aa052a9d234e0894b99d2b905a8a","ERNESTO EVANS ESPIÑEIRA","http://datos.infolobby.cl/infolobby/entidad/736500000r","736500000r","Asociación de Mutuales A.G.","al0023841","736500000r","Asociación de Mutuales A.G.","Asociación gremial"
"8e7782a999b200aaf54e728fa2c1ea01","Francisco Allende","http://datos.infolobby.cl/infolobby/entidad/760731625r","760731625r","Saesa S.A.","au0024181","760731625r","Saesa S.A.","Distribución de Energía"
"6483485e1153e3e37eb08c600352b70b","Rodrigo Alejandro Rivas Muñoz","http://datos.infolobby.cl/infolobby/entidad/773617201r","773617201r","Valor Estratégico Consultores E Inversiones Limitada","as0015121","760851531r","Pampa Camarones S.A.","Minería"
"c33aa19aa55672b66cd555fdc475138c","Hubert Porte","http://datos.infolobby.cl/infolobby/entidad/761040707r","761040707r","Latin America Asset Management Advisors Ltda.","nr003321","761040707r","Latin America Asset Management Advisors Ltda.","S/I"
"d9e1810d6f42f32b71b1cb1efb05d053","Francois Edant","http://datos.infolobby.cl/infolobby/entidad/761040707r","761040707r","Latin America Asset Management Advisors Ltda.","nr003321","761040707r","Latin America Asset Management Advisors Ltda.","S/I"
"ede6c79ac1353fe38dd172e9dde19b1c","Moisés Valenzuela Martínez","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","af0012481","76127547kr","Consultora Asuntos Públicos / Imaginaccion","Asuntos Públicos"
"a69adfb8fe3842aaf8a6ee12f0be4701","Natalio Dorfman","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","af0012481","76127547kr","Consultora Asuntos Públicos / Imaginaccion","Asuntos Públicos"
"4650e66bfe369d7996880db3de215884","Ricardo Fernando Ortega Perrier","http://datos.infolobby.cl/infolobby/entidad/761496352r","761496352r","Kallman Worldwide Chile SpA","ad0081361","761496352r","Kallman Worldwide Chile SpA","Ferias y Exposiciones con fines empresariales"
"25901a9d4d82fd0de987c3f86feb95d7","Thomas Joseph Kallman","http://datos.infolobby.cl/infolobby/entidad/761496352r","761496352r","Kallman Worldwide Chile SpA","ad0084081","761496352r","Kallman Worldwide Chile SpA","Ferias y Exposiciones con fines empresariales"
"a3c34f5a8a5b09942a51c05f06e207dd","Peter Mckenna","http://datos.infolobby.cl/infolobby/entidad/761496352r","761496352r","Kallman Worldwide Chile SpA","ad0084081","761496352r","Kallman Worldwide Chile SpA","Ferias y Exposiciones con fines empresariales"
"4650e66bfe369d7996880db3de215884","Ricardo Fernando Ortega Perrier","http://datos.infolobby.cl/infolobby/entidad/761496352r","761496352r","Kallman Worldwide Chile SpA","au0024501","761496352r","Kallman Worldwide Chile SpA","Ferias y Exposiciones con fines empresariales"
"25901a9d4d82fd0de987c3f86feb95d7","Thomas Joseph Kallman","http://datos.infolobby.cl/infolobby/entidad/761496352r","761496352r","Kallman Worldwide Chile SpA","au0024501","761496352r","Kallman Worldwide Chile SpA","Ferias y Exposiciones con fines empresariales"
"c5aeb6017ccd60882182e0a5281f6890","Martín Santa María","http://datos.infolobby.cl/infolobby/entidad/796427701r","796427701r","Guerrero Olivos","am0013131","76172892kr","Inmobiliaria Don Lionel Ltda","Inmobiliaria"
"204a1f6ce4f7653e4704fec5b74e2362","Francisco Walker Prieto","http://datos.infolobby.cl/infolobby/entidad/969918102r","969918102r","Banmerchant Inmobiliaria","ap0014851","76172892kr","Inmobiliaria Don Lionel Ltda","Inmobiliaria"
"d93fdcb7cb06592330be52e23d01c075","MauricioAndrés RodríguezKogan","http://datos.infolobby.cl/infolobby/entidad/760936146r","760936146r","RUMBO CIERTO COMUNICACIONES SPA","nr00832015991","763219232r","Track Group Chile SPA","Seguridad"
"ea079edf0e7d2ca35717d5c22c43f141","EstebanPablo SeguelToro","http://datos.infolobby.cl/infolobby/entidad/763219232r","763219232r","Track Group Chile SPA","ak0012441","763219232r","Track Group Chile SPA","Seguridad"
"32a5b005d4ceba6122458aaa0a5269e4","Valentina Giacaman","http://datos.infolobby.cl/infolobby/entidad/760936146r","760936146r","RUMBO CIERTO COMUNICACIONES SPA","ak0012441","763219232r","Track Group Chile SPA","Seguridad"
"d93fdcb7cb06592330be52e23d01c075","MauricioAndrés RodríguezKogan","http://datos.infolobby.cl/infolobby/entidad/760936146r","760936146r","RUMBO CIERTO COMUNICACIONES SPA","ak0012441","763219232r","Track Group Chile SPA","Seguridad"
"9317369be46ce7904d9f1b3b4be81cf7","Alicia Muñoz Arriagada","http://datos.infolobby.cl/infolobby/entidad/763425657r","763425657r","EPLASARAUCARIAS","ap0014151","763410404r","Egis Las Araucarias","Asesorías Técnicas"
"9317369be46ce7904d9f1b3b4be81cf7","Alicia Muñoz Arriagada","http://datos.infolobby.cl/infolobby/entidad/763425657r","763425657r","EPLASARAUCARIAS","ap0014151","763425657r","EPLASARAUCARIAS","SOCIAL"
"ff251f955a717915bc643bccc02558e0","maria cecilia contreras contreras","http://datos.infolobby.cl/infolobby/entidad/765330106r","765330106r","Comercial Las Dalias Ltda","ad0091611","765330106r","Comercial Las Dalias Ltda","Venta de Vestuario Militar, alimento para animales y humano"
"7a7965c511478539ecf557a873ce57f4","Eric Ahumada","http://datos.infolobby.cl/infolobby/entidad/765554004r","765554004r","Transelec S.A.","au0024181","765554004r","Transelec S.A.","Transmisión de Energía"
"b6d71fc342ae20d8e09276f50d0a5bc2","David Igal Noe Scheinwald","http://datos.infolobby.cl/infolobby/entidad/765554004r","765554004r","Transelec S.A.","aw0025301","765554004r","Transelec S.A.","Transmisión de Energía"
"f32165348e6a92836ecd6cc13bc9c95a","Gonzalo Cordero Mendoza","http://datos.infolobby.cl/infolobby/entidad/769818200r","769818200r","Azerta Comunicaciones","af0012461","769818200r","Azerta Comunicaciones","Asesorías comunicacionales y Asuntos Públicos"
"f32165348e6a92836ecd6cc13bc9c95a","Gonzalo Cordero Mendoza","http://datos.infolobby.cl/infolobby/entidad/769818200r","769818200r","Azerta Comunicaciones","af0012471","769818200r","Azerta Comunicaciones","Asesorías comunicacionales y Asuntos Públicos"
"654d683fda71ae2e592a99e976fe212d","Giorgio Martelli Robba","http://datos.infolobby.cl/infolobby/entidad/771152104r","771152104r","martelli y asociados ltda","ah0114281","771152104r","martelli y asociados ltda","asesorias"
"9f58584cae580e581adc90d6a97d1f26","Nicolas Martelli Montes","http://datos.infolobby.cl/infolobby/entidad/771152104r","771152104r","martelli y asociados ltda","ah0114281","771152104r","martelli y asociados ltda","asesorias"
"ede6c79ac1353fe38dd172e9dde19b1c","Moisés Valenzuela Martínez","http://datos.infolobby.cl/infolobby/entidad/93960459r","93960459r","NULL","aw0022241","781270008r","Teck Resources Chile Ltda","Explotación Minera"
"5aeedb6a51033ef8a7b0426ba9dfc89b","Amparo Cornejo","http://datos.infolobby.cl/infolobby/entidad/965670408r","965670408r","Compañía Minera Teck Quebrada Blanca S.A.","as0015141","781270008r","Teck Resources Chile Ltda","Explotación Minera"
"ede6c79ac1353fe38dd172e9dde19b1c","Moisés Valenzuela Martínez","http://datos.infolobby.cl/infolobby/entidad/93960459r","93960459r","NULL","aw0025311","781270008r","Teck Resources Chile Ltda","Explotación Minera"
"67ea02169691c35169ea53bd96262e9a","María Jesús Castro Larrain","http://datos.infolobby.cl/infolobby/entidad/76127547kr","76127547kr","Consultora Asuntos Públicos / Imaginaccion","aw0025311","781270008r","Teck Resources Chile Ltda","Explotación Minera"
"767530d03c2a0a88cf6b07c4536003c0","Alejandro Antonio San Martín Lara","http://datos.infolobby.cl/infolobby/entidad/782546309r","782546309r","Mela Negocios Ltda.","ad0091551","782546309r","Mela Negocios Ltda.","Representaciones"
"710537fb2806b73b1f339aa4081a0c16","María de la Luz Velasco","http://datos.infolobby.cl/infolobby/entidad/78259530kr","78259530kr","Extend","au0023961","789225907r","C de A Ingenieria SPA","productos metalicos no clasificados"
"b77c1c7f58ff298462d9cf675063c060","Felipe del Solar Agüero","http://datos.infolobby.cl/infolobby/entidad/78259530kr","78259530kr","Extend","ah0014821","789225907r","C de A Ingenieria SPA","productos metalicos no clasificados"
